time (milliseconds),x,y,z
1682889339570,5.260515471212392,8.771456907599534,20.0
1682889339575,5.264281013232583,8.766186945319854,20.0
1682889339580,5.267899558301804,8.760830477961697,20.0
1682889339585,5.272655194525894,8.75663571217602,20.0
1682889339590,5.276293255922334,8.75199469951768,20.0
1682889339595,5.154790791794634,8.631752370548785,20.0
1682889339600,5.010798461790616,8.494314222415978,20.0
1682889339605,4.965835229525291,8.284387704902558,20.0
1682889339610,4.936935062865768,8.084749007193352,20.0
1682889339615,4.898264505665456,7.932058651544071,20.0
1682889339620,4.876080095203601,7.809821779475082,20.0
1682889339640,4.950664713523672,8.024344269091511,20.0
1682889339645,4.82600087140202,7.96174655437714,20.0
1682889339655,4.725531739262031,7.887890377789396,20.0
1682889339660,4.641407872043589,7.820632531774891,20.0
1682889339665,4.571637909570623,7.766335386967667,20.0
1682889339680,4.508411100263734,7.739066884490771,20.0
1682889339685,4.4394689042729185,7.731763155042333,20.0
1682889339690,4.413290932847172,7.714969808256714,20.0
1682889339695,4.389205601956572,7.6997370528038225,20.0
1682889339700,4.368762846022652,7.682271395460708,20.0
1682889339710,4.367388429210069,7.668725201936844,20.0
1682889339715,4.367558588734134,7.656701982919246,20.0
1682889339720,4.364858146535475,7.648690730492075,20.0
1682889339725,4.4726344011210735,7.757492355075124,20.0
1682889339730,4.5165803711038155,7.780526370038006,20.0
1682889339735,4.633715120301329,7.803498676740278,20.0
1682889339740,4.7537473233404715,7.825183200641409,20.0
1682889339745,4.797147257736544,7.861973601785276,20.0
1682889339750,4.709493773178103,7.832634989604555,20.0
1682889339755,4.753621593060632,7.880146184668222,20.0
1682889339760,4.70596903964843,7.851097337268996,20.0
1682889339765,4.633558214304538,7.798516312654826,20.0
1682889339770,4.510000887312418,7.724087464904602,20.0
1682889339775,4.3696195395052415,7.644064407642643,20.0
1682889339780,4.231337590723829,7.5591203330354615,20.0
1682889339785,4.105724822349595,7.480299722543554,20.0
1682889339790,3.9998003582701047,7.409464103006452,20.0
1682889339800,4.1463717315103095,7.537828481853214,20.0
1682889339805,4.222799169892923,7.574007708137143,20.0
1682889339810,4.10437468728926,7.508777654506298,20.0
1682889339815,3.9924413291278005,7.435761066115577,20.0
1682889339820,3.890014277388646,7.365464318444264,20.0
1682889339825,3.8005841762001724,7.30291623094966,20.0
1682889339830,3.7300724265988223,7.2477784460947206,20.0
1682889339835,3.6792510838808923,7.207605666925208,20.0
1682889339840,3.63949713517079,7.171299110588012,20.0
1682889339845,3.6096036056609915,7.150502306321757,20.0
1682889339850,3.586476035204435,7.140086557337505,20.0
1682889339855,3.572719070250203,7.13770745268453,20.0
1682889339860,3.5623457879937477,7.132399484991109,20.0
1682889339865,3.5520863157577494,7.127852632893244,20.0
1682889339870,3.5452400633739756,7.128904904594613,20.0
1682889339875,3.540394663911446,7.127283685538855,20.0
1682889339880,3.534497695346677,7.12586108369825,20.0
1682889339885,3.5219254167841285,7.120159934924217,20.0
1682889339890,3.5006954147802265,7.110785544408124,20.0
1682889339895,3.487887963663891,7.09450915284564,20.0
1682889339900,3.4790861855102753,7.073699779220974,20.0
1682889339905,3.467141678413037,7.048509643483342,20.0
1682889339910,3.4603886397608368,7.019161383433844,20.0
1682889339915,3.4615190560996374,6.998032288503219,20.0
1682889339920,3.465401899511974,6.983781486358998,20.0
1682889339925,3.4688067714184845,6.967659137026152,20.0
1682889339930,3.4694527794435857,6.950963742843134,20.0
1682889339935,3.537731439947827,7.015811996574801,20.0
1682889339940,3.6765771127999853,7.062094292568942,20.0
1682889339945,3.658192014409312,7.0496094788137285,20.0
1682889339950,3.6482414763100857,7.039537873205575,20.0
1682889339955,3.649242147994927,7.035314795512802,20.0
1682889339960,3.647596348273518,7.030132766587219,20.0
1682889339965,3.6419964836251992,7.020103555624856,20.0
1682889339970,3.635114607219916,7.006537465450124,20.0
1682889339975,3.628462873694789,6.993793025617876,20.0
1682889339980,3.6233827638082956,6.982591876208898,20.0
1682889339985,3.6181708982412935,6.975259497540131,20.0
1682889339990,3.6138259679488143,6.967168912197628,20.0
1682889339995,3.608987185559669,6.957389381338884,20.0
1682889340000,3.5702698669506656,6.948883418379123,20.0
1682889340005,3.6525161495788843,7.04995287464656,20.0
1682889340010,3.750168424933142,7.120456434263613,20.0
1682889340015,3.8533665501486443,7.183319888946121,20.0
1682889340020,3.7734571369110714,7.131357810095721,20.0
1682889340025,3.7429500593735927,7.102482484251452,20.0
1682889340030,3.675319670242839,7.074104934085169,20.0
1682889340035,3.572747617501822,7.0279880386015225,20.0
1682889340040,3.460292047249502,6.972799773367214,20.0
1682889340045,3.5479770438288365,7.0181584130542,20.0
1682889340050,3.4288467254160766,6.982846216822018,20.0
1682889340055,3.316931728319128,6.947801320557797,20.0
1682889340060,3.2362550282566893,6.898891241978065,20.0
1682889340065,3.1773928733292855,6.8509975115656605,20.0
1682889340070,3.1266643176697952,6.799961561869374,20.0
1682889340075,3.078797058243159,6.752643901294352,20.0
1682889340080,3.0504807641069256,6.710597272934612,20.0
1682889340085,3.0306206021025766,6.672950328188186,20.0
1682889340090,3.0046159855506986,6.639952062718653,20.0
1682889340095,2.9828385302812235,6.6127132950596295,20.0
1682889340100,3.1174282496672703,6.723266389106918,20.0
1682889340105,3.17857836618203,6.750529926717485,20.0
1682889340110,3.3902201274704087,6.8903647367575385,20.0
1682889340115,3.557756831536893,6.960968628238343,20.0
1682889340120,3.7147561448065085,7.0312513451853125,20.0
1682889340125,3.852400497807533,7.09729462743161,20.0
1682889340130,3.975839694862694,7.155232121536274,20.0
1682889340135,4.073424719208133,7.205544624748646,20.0
1682889340140,3.8626874302766923,7.1191030534762945,20.0
1682889340145,3.7570818631062397,7.066353018220044,20.0
1682889340150,3.7077379684093397,7.03343083005654,20.0
1682889340155,3.660803971461572,7.01746763400779,20.0
1682889340160,3.5832090722748156,6.986536833556073,20.0
1682889340165,3.489028996748339,6.941732938971548,20.0
1682889340170,3.3925390321630378,6.891020593985163,20.0
1682889340175,3.297490426147392,6.824817479218778,20.0
