CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward
1682889338905;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257119, 0.319654, 0.911982);2;0;15.7;19.3;;(0.257119, 0.319654, 0.911982)
1682889338910;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257441, 0.320148, 0.911718);2;0;15.8;19.3;;(0.257441, 0.320148, 0.911718)
1682889338915;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257700, 0.320753, 0.911432);2;0;15.8;19.4;;(0.257700, 0.320753, 0.911432)
1682889338920;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257898, 0.321645, 0.911062);2;0;15.8;19.4;;(0.257898, 0.321645, 0.911062)
1682889338925;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.258039, 0.322694, 0.910651);2;0;15.8;19.5;;(0.258039, 0.322694, 0.910651)
1682889338930;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.258141, 0.324373, 0.910025);2;0;15.8;19.6;;(0.258141, 0.324373, 0.910025)
1682889338935;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.258010, 0.327060, 0.909100);2;0;15.8;19.8;;(0.258010, 0.327060, 0.909100)
1682889338940;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257810, 0.330874, 0.907776);2;0;15.9;20.0;;(0.257810, 0.330874, 0.907776)
1682889338945;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257287, 0.341119, 0.904125);2;0;15.9;20.7;;(0.257287, 0.341119, 0.904125)
1682889338950;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256951, 0.350160, 0.900758);2;0;15.9;21.2;;(0.256951, 0.350160, 0.900758)
1682889338955;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256923, 0.357525, 0.897868);2;0;16.0;21.7;;(0.256923, 0.357525, 0.897868)
1682889338960;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257217, 0.363122, 0.895534);2;0;16.0;22.1;;(0.257217, 0.363122, 0.895534)
1682889338965;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257679, 0.367375, 0.893665);2;0;16.1;22.3;;(0.257679, 0.367375, 0.893665)
1682889338970;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.258190, 0.370707, 0.892140);2;0;16.1;22.6;;(0.258190, 0.370707, 0.892140)
1682889338975;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.258580, 0.373619, 0.890812);2;0;16.2;22.8;;(0.258580, 0.373619, 0.890812)
1682889338980;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.258379, 0.373413, 0.890956);2;0;16.2;22.7;;(0.258379, 0.373413, 0.890956)
1682889338985;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.258189, 0.373396, 0.891018);2;0;16.2;22.7;;(0.258189, 0.373396, 0.891018)
1682889338995;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257946, 0.373140, 0.891196);2;0;16.1;22.7;;(0.257946, 0.373140, 0.891196)
1682889339000;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257591, 0.372611, 0.891520);2;0;16.1;22.7;;(0.257591, 0.372611, 0.891520)
1682889339005;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257343, 0.372667, 0.891568);2;0;16.1;22.7;;(0.257343, 0.372667, 0.891568)
1682889339010;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257090, 0.374000, 0.891083);2;0;16.1;22.8;;(0.257090, 0.374000, 0.891083)
1682889339015;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256877, 0.375030, 0.890712);2;0;16.1;22.8;;(0.256877, 0.375030, 0.890712)
1682889339020;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256642, 0.375415, 0.890617);2;0;16.1;22.9;;(0.256642, 0.375415, 0.890617)
1682889339025;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256448, 0.375654, 0.890572);2;0;16.1;22.9;;(0.256448, 0.375654, 0.890572)
1682889339030;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256229, 0.375757, 0.890592);2;0;16.1;22.9;;(0.256229, 0.375757, 0.890592)
1682889339035;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256014, 0.375476, 0.890772);2;0.024381;16.0;22.9;;(0.256014, 0.375476, 0.890772)
1682889339040;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256182, 0.376104, 0.890459);2;0;16.1;22.9;;(0.256182, 0.376104, 0.890459)
1682889339045;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256139, 0.377302, 0.889964);2;0.3109282;16.1;23.0;;(0.256139, 0.377302, 0.889964)
1682889339050;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.255908, 0.375515, 0.890786);2;0;16.0;22.9;;(0.255908, 0.375515, 0.890786)
1682889339055;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.255960, 0.377201, 0.890058);2;0;16.0;23.0;;(0.255960, 0.377201, 0.890058)
1682889339065;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.255624, 0.377243, 0.890137);2;0;16.0;23.0;;(0.255624, 0.377243, 0.890137)
1682889339075;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.253986, 0.376018, 0.891124);2;0;15.9;22.9;;(0.253986, 0.376018, 0.891124)
1682889339080;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.251496, 0.374903, 0.892299);2;0;15.7;22.8;;(0.251496, 0.374903, 0.892299)
1682889339085;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.248157, 0.374361, 0.893461);2;0;15.5;22.7;;(0.248157, 0.374361, 0.893461)
1682889339090;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.245050, 0.373851, 0.894531);2;0;15.3;22.7;;(0.245050, 0.373851, 0.894531)
1682889339095;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.242067, 0.373200, 0.895614);2;0;15.1;22.6;;(0.242067, 0.373200, 0.895614)
1682889339100;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.240476, 0.373294, 0.896004);2;0;15.0;22.6;;(0.240476, 0.373294, 0.896004)
1682889339105;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.244487, 0.374254, 0.894517);2;0;15.3;22.7;;(0.244487, 0.374254, 0.894517)
1682889339125;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.245319, 0.373950, 0.894416);2;0;15.3;22.7;;(0.245319, 0.373950, 0.894416)
1682889339130;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.244625, 0.374621, 0.894325);2;0;15.3;22.7;;(0.244625, 0.374621, 0.894325)
1682889339140;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.245780, 0.377172, 0.892936);2;0;15.4;22.9;;(0.245780, 0.377172, 0.892936)
1682889339155;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.244556, 0.377301, 0.893217);2;0;15.3;22.9;;(0.244556, 0.377301, 0.893217)
1682889339160;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.243058, 0.377499, 0.893542);2;0;15.2;22.9;;(0.243058, 0.377499, 0.893542)
1682889339170;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.243774, 0.381228, 0.891762);2;0;15.3;23.1;;(0.243774, 0.381228, 0.891762)
1682889339175;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.244258, 0.384972, 0.890020);2;0;15.3;23.4;;(0.244258, 0.384972, 0.890020)
1682889339195;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.243967, 0.384765, 0.890189);2;0;15.3;23.4;;(0.243967, 0.384765, 0.890189)
1682889339205;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.248288, 0.385681, 0.888596);2;0;15.6;23.5;;(0.248288, 0.385681, 0.888596)
1682889339225;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.248579, 0.388554, 0.887262);2;0;15.7;23.6;;(0.248579, 0.388554, 0.887262)
1682889339230;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.248995, 0.391047, 0.886049);2;0;15.7;23.8;;(0.248995, 0.391047, 0.886049)
1682889339240;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.249049, 0.396870, 0.883442);2;0;15.7;24.2;;(0.249049, 0.396870, 0.883442)
1682889339250;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.249222, 0.398437, 0.882687);2;0;15.8;24.3;;(0.249222, 0.398437, 0.882687)
1682889339260;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.250239, 0.398899, 0.882191);2;0;15.8;24.3;;(0.250239, 0.398899, 0.882191)
1682889339270;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.250491, 0.400336, 0.881468);2;0;15.9;24.4;;(0.250491, 0.400336, 0.881468)
1682889339285;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.250606, 0.401394, 0.880954);2;0;15.9;24.5;;(0.250606, 0.401394, 0.880954)
1682889339290;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.249786, 0.400698, 0.881503);2;0;15.8;24.4;;(0.249786, 0.400698, 0.881503)
1682889339300;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.249952, 0.400560, 0.881519);2;0;15.8;24.4;;(0.249952, 0.400560, 0.881519)
1682889339305;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.250126, 0.400791, 0.881365);2;0;15.8;24.5;;(0.250126, 0.400791, 0.881365)
1682889339310;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.252674, 0.399928, 0.881030);2;0;16.0;24.4;;(0.252674, 0.399928, 0.881030)
1682889339315;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.253105, 0.398871, 0.881385);2;0;16.0;24.3;;(0.253105, 0.398871, 0.881385)
1682889339320;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.253180, 0.399637, 0.881017);2;0;16.0;24.4;;(0.253180, 0.399637, 0.881017)
1682889339325;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.253285, 0.400363, 0.880657);2;0;16.0;24.4;;(0.253285, 0.400363, 0.880657)
1682889339330;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256602, 0.399852, 0.879928);2;0;16.3;24.4;;(0.256602, 0.399852, 0.879928)
1682889339335;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256897, 0.397928, 0.880714);2;0;16.3;24.3;;(0.256897, 0.397928, 0.880714)
1682889339340;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257206, 0.396947, 0.881067);2;0;16.3;24.3;;(0.257206, 0.396947, 0.881067)
1682889339345;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.255827, 0.396558, 0.881643);2;0;16.2;24.2;;(0.255827, 0.396558, 0.881643)
1682889339355;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.254785, 0.396058, 0.882169);2;0;16.1;24.2;;(0.254785, 0.396058, 0.882169)
1682889339360;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.249703, 0.390983, 0.885878);2;0;15.7;23.8;;(0.249703, 0.390983, 0.885878)
1682889339365;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.241319, 0.384729, 0.890926);2;0;15.2;23.4;;(0.241319, 0.384729, 0.890926)
1682889339370;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.231632, 0.379646, 0.895665);2;0;14.5;23.0;;(0.231632, 0.379646, 0.895665)
1682889339375;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.233087, 0.383994, 0.893431);2;0;14.6;23.3;;(0.233087, 0.383994, 0.893431)
1682889339380;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.233680, 0.384605, 0.893013);2;0;14.7;23.3;;(0.233680, 0.384605, 0.893013)
1682889339385;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.235503, 0.384256, 0.892685);2;0;14.8;23.3;;(0.235503, 0.384256, 0.892685)
1682889339395;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.235628, 0.384723, 0.892451);2;0;14.8;23.3;;(0.235628, 0.384723, 0.892451)
1682889339410;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.237791, 0.383480, 0.892412);2;0;14.9;23.3;;(0.237791, 0.383480, 0.892412)
1682889339415;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.237982, 0.383592, 0.892313);2;0;14.9;23.3;;(0.237982, 0.383592, 0.892313)
1682889339420;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.232003, 0.378948, 0.895864);2;0;14.5;22.9;;(0.232003, 0.378948, 0.895864)
1682889339425;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.225228, 0.374454, 0.899476);2;0;14.1;22.6;;(0.225228, 0.374454, 0.899476)
1682889339430;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.219054, 0.370257, 0.902732);2;0;13.6;22.3;;(0.219054, 0.370257, 0.902732)
1682889339435;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.214503, 0.368009, 0.904742);2;0;13.3;22.1;;(0.214503, 0.368009, 0.904742)
1682889339440;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.210673, 0.366036, 0.906441);2;0;13.1;22.0;;(0.210673, 0.366036, 0.906441)
1682889339445;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.207978, 0.363986, 0.907887);2;0;12.9;21.8;;(0.207978, 0.363986, 0.907887)
1682889339450;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.209208, 0.359558, 0.909368);2;0;13.0;21.6;;(0.209208, 0.359558, 0.909368)
1682889339455;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.216139, 0.364952, 0.905591);2;0;13.4;21.9;;(0.216139, 0.364952, 0.905591)
1682889339460;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.218892, 0.367099, 0.904060);2;0;13.6;22.1;;(0.218892, 0.367099, 0.904060)
1682889339465;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.220444, 0.370022, 0.902490);2;0;13.7;22.3;;(0.220444, 0.370022, 0.902490)
1682889339470;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.221174, 0.370691, 0.902037);2;0;13.8;22.3;;(0.221174, 0.370691, 0.902037)
1682889339475;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.223741, 0.373636, 0.900187);2;0;14.0;22.5;;(0.223741, 0.373636, 0.900187)
1682889339480;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.225353, 0.374568, 0.899397);2;0;14.1;22.6;;(0.225353, 0.374568, 0.899397)
1682889339485;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.227295, 0.379647, 0.896775);2;0;14.2;22.9;;(0.227295, 0.379647, 0.896775)
1682889339490;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.228824, 0.381159, 0.895744);2;0;14.3;23.1;;(0.228824, 0.381159, 0.895744)
1682889339495;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.232138, 0.385773, 0.892912);2;0;14.6;23.4;;(0.232138, 0.385773, 0.892912)
1682889339500;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.235225, 0.390069, 0.890234);2;0;14.8;23.7;;(0.235225, 0.390069, 0.890234)
1682889339505;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.237048, 0.388399, 0.890480);2;0;14.9;23.6;;(0.237048, 0.388399, 0.890480)
1682889339510;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.237933, 0.389572, 0.889731);2;0;15.0;23.6;;(0.237933, 0.389572, 0.889731)
1682889339515;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.241189, 0.393436, 0.887150);2;0;15.2;23.9;;(0.241189, 0.393436, 0.887150)
1682889339520;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.243955, 0.396999, 0.884804);2;0;15.4;24.2;;(0.243955, 0.396999, 0.884804)
1682889339525;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.244636, 0.398885, 0.883767);2;0;15.5;24.3;;(0.244636, 0.398885, 0.883767)
1682889339530;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.245274, 0.400685, 0.882775);2;0;15.5;24.4;;(0.245274, 0.400685, 0.882775)
1682889339545;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.239997, 0.394637, 0.886940);2;0;15.1;24.0;;(0.239997, 0.394637, 0.886940)
1682889339550;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.239669, 0.395297, 0.886735);2;0;15.1;24.0;;(0.239669, 0.395297, 0.886735)
1682889339555;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.238387, 0.392794, 0.888192);2;0;15.0;23.9;;(0.238387, 0.392794, 0.888192)
1682889339560;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.234132, 0.390406, 0.890374);2;0;14.7;23.7;;(0.234132, 0.390406, 0.890374)
1682889339565;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.234065, 0.390663, 0.890279);2;0;14.7;23.7;;(0.234065, 0.390663, 0.890279)
1682889339570;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.234180, 0.390475, 0.890331);2;0;14.7;23.7;;(0.234180, 0.390475, 0.890331)
1682889339575;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.234360, 0.390261, 0.890378);2;0;14.7;23.7;;(0.234360, 0.390261, 0.890378)
1682889339580;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.234534, 0.390044, 0.890427);2;0;14.8;23.7;;(0.234534, 0.390044, 0.890427)
1682889339585;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.234751, 0.389866, 0.890447);2;0;14.8;23.6;;(0.234751, 0.389866, 0.890447)
1682889339590;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.234923, 0.389676, 0.890485);2;0;14.8;23.6;;(0.234923, 0.389676, 0.890485)
1682889339595;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.230281, 0.385608, 0.893464);2;0;14.5;23.3;;(0.230281, 0.385608, 0.893464)
1682889339600;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.224706, 0.380922, 0.896887);2;0;14.1;23.0;;(0.224706, 0.380922, 0.896887)
1682889339605;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.223584, 0.373000, 0.900489);2;0;13.9;22.5;;(0.223584, 0.373000, 0.900489)
1682889339610;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.223088, 0.365330, 0.903751);2;0;13.9;22.0;;(0.223088, 0.365330, 0.903751)
1682889339615;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.221982, 0.359469, 0.906370);2;0;13.8;21.6;;(0.221982, 0.359469, 0.906370)
1682889339620;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.221464, 0.354710, 0.908369);2;0;13.7;21.3;;(0.221464, 0.354710, 0.908369)
1682889339640;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.223900, 0.362911, 0.904525);2;0;13.9;21.9;;(0.223900, 0.362911, 0.904525)
1682889339645;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.218759, 0.360900, 0.906585);2;0;13.6;21.7;;(0.218759, 0.360900, 0.906585)
1682889339655;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.214675, 0.358337, 0.908575);2;0;13.3;21.5;;(0.214675, 0.358337, 0.908575)
1682889339660;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.211256, 0.355960, 0.910310);2;0;13.1;21.4;;(0.211256, 0.355960, 0.910310)
1682889339665;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.208402, 0.354035, 0.911717);2;0;12.9;21.2;;(0.208402, 0.354035, 0.911717)
1682889339680;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.205733, 0.353158, 0.912663);2;0;12.7;21.2;;(0.205733, 0.353158, 0.912663)
1682889339685;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.202741, 0.353093, 0.913357);2;0;12.5;21.1;;(0.202741, 0.353093, 0.913357)
1682889339690;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.201649, 0.352507, 0.913826);2;0;12.4;21.1;;(0.201649, 0.352507, 0.913826)
1682889339695;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.200642, 0.351975, 0.914252);2;0;12.4;21.1;;(0.200642, 0.351975, 0.914252)
1682889339700;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.199801, 0.351341, 0.914680);2;0;12.3;21.0;;(0.199801, 0.351341, 0.914680)
1682889339710;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.199784, 0.350802, 0.914890);2;0;12.3;21.0;;(0.199784, 0.350802, 0.914890)
1682889339715;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.199830, 0.350319, 0.915065);2;0;12.3;20.9;;(0.199830, 0.350319, 0.915065)
1682889339720;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.199737, 0.350006, 0.915205);2;0;12.3;20.9;;(0.199737, 0.350006, 0.915205)
1682889339725;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.204108, 0.354012, 0.912697);2;0;12.6;21.2;;(0.204108, 0.354012, 0.912697)
1682889339730;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.205952, 0.354785, 0.911982);2;0;12.7;21.3;;(0.205952, 0.354785, 0.911982)
1682889339735;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.210980, 0.355305, 0.910630);2;0;13.0;21.3;;(0.210980, 0.355305, 0.910630)
1682889339740;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.216117, 0.355752, 0.909249);2;0;13.4;21.4;;(0.216117, 0.355752, 0.909249)
1682889339745;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.217867, 0.357059, 0.908319);2;0;13.5;21.5;;(0.217867, 0.357059, 0.908319)
1682889339750;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.214172, 0.356202, 0.909533);2;0;13.3;21.4;;(0.214172, 0.356202, 0.909533)
1682889339755;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.215919, 0.357932, 0.908440);2;0;13.4;21.5;;(0.215919, 0.357932, 0.908440)
1682889339760;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.213955, 0.356947, 0.909292);2;0;13.2;21.4;;(0.213955, 0.356947, 0.909292)
1682889339765;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.210990, 0.355107, 0.910704);2;0;13.0;21.3;;(0.210990, 0.355107, 0.910704)
1682889339770;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.205852, 0.352554, 0.912869);2;0;12.7;21.1;;(0.205852, 0.352554, 0.912869)
1682889339775;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.199961, 0.349805, 0.915233);2;0;12.3;20.9;;(0.199961, 0.349805, 0.915233)
1682889339780;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.194138, 0.346820, 0.917620);2;0;11.9;20.7;;(0.194138, 0.346820, 0.917620)
1682889339785;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.188819, 0.344013, 0.919784);2;0;11.6;20.5;;(0.188819, 0.344013, 0.919784)
