CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward
1682889337539;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.314321, -0.163981, 0.935047);2;0.02005217;18.6;-9.9;(0.314155, -0.165137, 0.934899);
1682889337544;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.315709, -0.164487, 0.934490);2;0.05224628;18.7;-10.0;(0.315567, -0.165566, 0.934348);
1682889337549;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.316753, -0.164775, 0.934086);2;0.09610736;18.7;-10.0;(0.316634, -0.165761, 0.933952);
1682889337554;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.318239, -0.165007, 0.933540);2;0.09326426;18.8;-10.0;(0.318138, -0.165907, 0.933415);
1682889337559;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.318908, -0.165654, 0.933197);2;0.08995841;18.9;-10.1;(0.318821, -0.166490, 0.933078);
1682889337564;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.319818, -0.166277, 0.932775);2;0.08729117;18.9;-10.1;(0.319743, -0.167046, 0.932663);
1682889337569;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.320955, -0.166847, 0.932282);2;0.109117;19.0;-10.1;(0.320891, -0.167546, 0.932179);
1682889337574;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.322257, -0.167420, 0.931730);2;0.09587865;19.1;-10.2;(0.322202, -0.168052, 0.931635);
1682889337579;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.320963, -0.169112, 0.931871);2;0;19.0;-10.3;(0.320913, -0.169684, 0.931785);
1682889337584;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.325351, -0.170992, 0.930005);2;0;19.3;-10.4;(0.325312, -0.171493, 0.929926);
1682889337589;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.326011, -0.171220, 0.929731);2;0;19.3;-10.4;(0.325979, -0.171658, 0.929662);
1682889337594;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.334106, -0.171008, 0.926893);2;0;19.8;-10.5;(0.334085, -0.171390, 0.926830);
1682889337599;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.340681, -0.171041, 0.924490);2;0;20.2;-10.5;(0.340667, -0.171373, 0.924434);
1682889337604;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.345633, -0.171036, 0.922651);0.07134147;0;20.5;-10.5;(0.345912, -0.171460, 0.922468);(-0.440836, -0.054441, 0.895935)
1682889337609;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.349829, -0.170887, 0.921096);0.07085512;0;20.8;-10.5;(0.350427, -0.171429, 0.920768);(-0.438429, -0.044663, 0.897656)
1682889337614;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.354558, -0.170541, 0.919350);0.08176586;0;21.1;-10.5;(0.355393, -0.171172, 0.918910);(-0.359143, -0.152355, 0.920763)
1682889337619;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.358570, -0.169886, 0.917914);0.07951952;0;21.3;-10.5;(0.360009, -0.170726, 0.917195);(-0.371718, -0.145703, 0.916840)
1682889337624;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.361309, -0.169333, 0.916942);0.07691076;0;21.5;-10.5;(0.363503, -0.170441, 0.915869);(-0.388528, -0.131804, 0.911962)
1682889337629;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.365574, -0.168693, 0.915368);0.07485098;0;21.8;-10.4;(0.367777, -0.169835, 0.914274);(-0.399652, -0.111273, 0.909888)
1682889337634;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.369303, -0.168318, 0.913939);0.07321615;0;22.0;-10.4;(0.371504, -0.169520, 0.912824);(-0.407770, -0.093279, 0.908307)
1682889337639;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.358559, -0.165565, 0.918708);0.07183975;0;21.3;-10.2;(0.376083, -0.169071, 0.911031);(-0.410675, -0.067364, 0.909290)
1682889337644;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.362410, -0.164673, 0.917356);0.07205518;0;21.6;-10.2;(0.380780, -0.168600, 0.909165);(-0.407286, -0.081891, 0.909622)
1682889337649;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.365026, -0.163782, 0.916478);0.07230315;0;21.7;-10.1;(0.383486, -0.168199, 0.908101);(-0.404208, -0.091668, 0.910062)
1682889337654;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.367537, -0.162110, 0.915771);0.07242487;0;21.9;-10.0;(0.387305, -0.167476, 0.906613);(-0.400244, -0.096779, 0.911284)
1682889337659;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.370608, -0.160362, 0.914841);0.07239018;0;22.1;-9.9;(0.391329, -0.166752, 0.905017);(-0.397339, -0.101231, 0.912071)
1682889337664;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.373775, -0.158705, 0.913841);0.07221316;0;22.2;-9.9;(0.395297, -0.166141, 0.903403);(-0.395492, -0.104030, 0.912559)
1682889337669;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.376992, -0.156918, 0.912828);0.07196964;0;22.4;-9.8;(0.399094, -0.165363, 0.901875);(-0.394253, -0.105524, 0.912923)
1682889337674;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.379967, -0.155212, 0.911885);0.07169496;0;22.6;-9.7;(0.402909, -0.164463, 0.900342);(-0.393225, -0.106486, 0.913255)
1682889337679;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.377658, -0.151260, 0.913507);0.071331;0;22.5;-9.4;(0.406689, -0.163551, 0.898808);(-0.392832, -0.105563, 0.913531)
1682889337684;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.380331, -0.150242, 0.912565);0.07120101;0;22.6;-9.3;(0.409595, -0.162745, 0.897634);(-0.391363, -0.106721, 0.914027)
1682889337689;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.378235, -0.146160, 0.914098);0.07084473;0;22.5;-9.1;(0.413842, -0.161672, 0.895878);(-0.390452, -0.105793, 0.914525)
1682889337694;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.389498, -0.146492, 0.909303);2;0;23.2;-9.2;(0.417836, -0.160368, 0.894257);
1682889337699;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.400683, -0.146625, 0.904408);2;0;23.9;-9.2;(0.421924, -0.159135, 0.892556);
1682889337704;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.410359, -0.146676, 0.900051);2;0;24.5;-9.3;(0.425561, -0.158019, 0.891026);
1682889337709;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.419660, -0.146370, 0.895802);2;0;25.1;-9.3;(0.429994, -0.156677, 0.889133);
1682889337714;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.427138, -0.146143, 0.892298);2;0;25.6;-9.3;(0.433872, -0.155488, 0.887456);
1682889337719;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.435057, -0.146023, 0.888483);2;0;26.1;-9.3;(0.439001, -0.154555, 0.885094);
1682889337724;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.440813, -0.145962, 0.885652);2;0;26.5;-9.4;(0.442945, -0.153773, 0.883263);
1682889337729;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.320551, -0.115535, 0.940159);2;0;18.8;-7.0;;(-0.086438, 0.015116, 0.996143)
1682889337734;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.143043, -0.082144, 0.986302);2;0;8.3;-4.8;;(-0.083571, 0.006579, 0.996480)
1682889337739;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.004290, -0.045567, 0.998952);2;0;0.2;-2.6;;(-0.314730, -0.086057, 0.945272)
1682889337744;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.065593, 0.001212, 0.997846);2;0;-3.8;0.1;;(-0.241808, -0.042708, 0.969384)
1682889337749;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.085930, 0.024594, 0.995998);2;0;-4.9;1.4;;(-0.181829, -0.009443, 0.983285)
1682889337754;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.110441, 0.037296, 0.993183);2;0;-6.3;2.2;;(-0.159739, 0.013661, 0.987065)
1682889337759;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.108953, 0.038836, 0.993288);2;0;-6.3;2.2;;(-0.136457, 0.023359, 0.990371)
1682889337764;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.105663, 0.039604, 0.993613);2;0;-6.1;2.3;;(-0.121317, 0.029415, 0.992178)
1682889337769;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.101025, 0.039122, 0.994114);2;0;-5.8;2.3;;(-0.110198, 0.032365, 0.993383)
1682889337774;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.087592, 0.049585, 0.994922);2;0;-5.0;2.9;;(-0.093001, 0.044714, 0.994662)
1682889337779;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.081516, 0.055736, 0.995112);2;0;-4.7;3.2;;(-0.084521, 0.052321, 0.995047)
1682889337784;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.078203, 0.060004, 0.995130);2;0;-4.5;3.5;;(-0.079838, 0.057616, 0.995141)
1682889337789;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.071506, 0.055678, 0.995885);2;0;-4.1;3.2;;(-0.071893, 0.054116, 0.995943)
1682889337794;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.068264, 0.052982, 0.996260);2;0;-3.9;3.0;;(-0.068121, 0.051921, 0.996325)
1682889337799;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.065231, 0.050239, 0.996605);2;0;-3.7;2.9;;(-0.064690, 0.049511, 0.996676)
1682889337804;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.061767, 0.048668, 0.996903);2;0;-3.5;2.8;;(-0.060756, 0.048150, 0.996991)
1682889337809;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.057448, 0.048136, 0.997187);2;0;-3.3;2.8;;(-0.055674, 0.047751, 0.997307)
1682889337814;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.044893, 0.045666, 0.997948);2;0;-2.6;2.6;;(-0.036624, 0.045411, 0.998297)
1682889337819;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.036842, 0.043578, 0.998371);2;0;-2.1;2.5;;(-0.024155, 0.043409, 0.998765)
1682889337824;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.031250, 0.043418, 0.998568);2;0;-1.8;2.5;;(-0.015256, 0.043285, 0.998946)
1682889337829;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.027294, 0.043365, 0.998686);2;0;-1.6;2.5;;(-0.008137, 0.043258, 0.999031)
1682889337834;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.024830, 0.042187, 0.998801);2;0;-1.4;2.4;;(0.008428, 0.042112, 0.999077)
1682889337839;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.014496, 0.036807, 0.999217);2;0;-0.8;2.1;;(0.029635, 0.036818, 0.998883)
1682889337844;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(-0.006474, 0.035565, 0.999346);2;0;-0.4;2.0;;(0.032223, 0.035595, 0.998847)
1682889337849;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.003067, 0.034123, 0.999413);2;0;0.2;2.0;;(0.036260, 0.034187, 0.998758)
1682889337854;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.019633, 0.033259, 0.999254);2;0;1.1;1.9;;(0.049648, 0.033341, 0.998210)
1682889337859;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.032166, 0.032108, 0.998967);2;0;1.8;1.8;;(0.056233, 0.032124, 0.997901)
1682889337864;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.041670, 0.030010, 0.998681);2;0;2.4;1.7;;(0.060117, 0.029973, 0.997741)
1682889337869;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.055098, 0.021790, 0.998243);2;0;3.2;1.3;;(0.069880, 0.021664, 0.997320)
1682889337874;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.057733, 0.020221, 0.998127);2;0;3.3;1.2;;(0.068168, 0.020101, 0.997471)
1682889337879;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.059460, 0.019917, 0.998032);2;0;3.4;1.1;;(0.066943, 0.019812, 0.997560)
1682889337884;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.060761, 0.020118, 0.997950);2;0;3.5;1.2;;(0.066231, 0.020029, 0.997603)
1682889337889;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.061536, 0.020806, 0.997888);2;0;3.5;1.2;;(0.065585, 0.020733, 0.997632)
1682889337894;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.069950, 0.016300, 0.997417);2;0;4.0;0.9;;(0.073570, 0.016214, 0.997158)
1682889337899;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.069391, 0.018035, 0.997427);2;0;4.0;1.0;;(0.072018, 0.017968, 0.997241)
1682889337904;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.069271, 0.019547, 0.997406);2;0;4.0;1.1;;(0.071240, 0.019496, 0.997269)
1682889337909;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.076291, 0.016720, 0.996945);2;0;4.4;1.0;;(0.078144, 0.016664, 0.996803)
1682889337914;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.082926, 0.013989, 0.996458);2;0;4.8;0.8;;(0.084589, 0.013933, 0.996319)
1682889337919;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.089688, 0.011155, 0.995907);2;0;5.1;0.6;;(0.091147, 0.011102, 0.995776)
1682889337924;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.096810, 0.008232, 0.995269);2;0;5.6;0.5;;(0.098072, 0.008184, 0.995146)
1682889337929;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.102608, 0.006108, 0.994703);2;0;5.9;0.4;;(0.103657, 0.006066, 0.994595)
1682889337934;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.108952, 0.002936, 0.994043);2;0;6.3;0.2;;(0.109825, 0.002899, 0.993947)
1682889337939;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.113573, -0.000482, 0.993530);2;0;6.5;0.0;;(0.114277, -0.000513, 0.993449)
1682889337944;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.119025, -0.002352, 0.992889);2;0;6.8;-0.1;;(0.119599, -0.002378, 0.992819)
1682889337949;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.122177, -0.003648, 0.992502);2;0;7.0;-0.2;;(0.122629, -0.003669, 0.992446)
1682889337954;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.124562, -0.004459, 0.992202);2;0;7.2;-0.3;;(0.124916, -0.004476, 0.992157)
1682889337959;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.126996, -0.004950, 0.991891);2;0;7.3;-0.3;;(0.127277, -0.004965, 0.991855)
1682889337964;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.129613, -0.004913, 0.991552);2;0;7.4;-0.3;;(0.129840, -0.004925, 0.991523)
1682889337969;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.132670, -0.005122, 0.991147);2;0;7.6;-0.3;;(0.132855, -0.005132, 0.991122)
1682889337974;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.135388, -0.005296, 0.990779);2;0;7.8;-0.3;;(0.135539, -0.005305, 0.990758)
1682889337979;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.137550, -0.005174, 0.990481);2;0;7.9;-0.3;;(0.137672, -0.005182, 0.990464)
1682889337984;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.132672, -0.001454, 0.991159);2;0;7.6;-0.1;;(0.132754, -0.001465, 0.991148)
1682889337989;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.135556, -0.001247, 0.990769);2;0;7.8;-0.1;;(0.135629, -0.001258, 0.990759)
1682889337994;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.139093, -0.001249, 0.990279);2;0;8.0;-0.1;;(0.139158, -0.001259, 0.990269)
1682889337999;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.142425, -0.001360, 0.989805);2;0;8.2;-0.1;;(0.142481, -0.001369, 0.989797)
1682889338004;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.145739, -0.001586, 0.989322);2;0;8.4;-0.1;;(0.145788, -0.001594, 0.989315)
1682889338009;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.149901, -0.001931, 0.988699);2;0;8.6;-0.1;;(0.149943, -0.001938, 0.988693)
1682889338014;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.154547, -0.002561, 0.987982);2;0;8.9;-0.1;;(0.154583, -0.002566, 0.987976)
1682889338019;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.160249, -0.003024, 0.987072);2;0;9.2;-0.2;;(0.160280, -0.003029, 0.987067)
1682889338024;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.166039, -0.004282, 0.986110);2;0;9.6;-0.2;;(0.166064, -0.004285, 0.986106)
1682889338029;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.169642, -0.005066, 0.985493);2;0;9.8;-0.3;;(0.169662, -0.005068, 0.985489)
1682889338034;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.173336, -0.005766, 0.984846);2;0;10.0;-0.3;;(0.173352, -0.005767, 0.984843)
1682889338039;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.177463, -0.006215, 0.984108);2;0;10.2;-0.4;;(0.177476, -0.006215, 0.984106)
1682889338044;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.182479, -0.006662, 0.983187);2;0;10.5;-0.4;;(0.182489, -0.006662, 0.983185)
1682889338049;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.186855, -0.006760, 0.982364);2;0;10.8;-0.4;;(0.186863, -0.006760, 0.982363)
1682889338054;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.191125, -0.006953, 0.981541);2;0;11.0;-0.4;;(0.191131, -0.006953, 0.981540)
1682889338059;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.194714, -0.007195, 0.980834);2;0;11.2;-0.4;;(0.194718, -0.007194, 0.980833)
1682889338064;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.198482, -0.007397, 0.980077);2;0;11.4;-0.4;;(0.198485, -0.007397, 0.980076)
1682889338069;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.202219, -0.007609, 0.979311);2;0;11.7;-0.4;;(0.202221, -0.007608, 0.979310)
1682889338074;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.207104, -0.007647, 0.978289);2;0;12.0;-0.4;;(0.207106, -0.007647, 0.978289)
1682889338079;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.204241, -0.006188, 0.978901);2;0;11.8;-0.4;;(0.204243, -0.006190, 0.978901)
1682889338084;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.207919, -0.006112, 0.978127);2;0;12.0;-0.4;;(0.207920, -0.006113, 0.978127)
1682889338089;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.212196, -0.006087, 0.977208);2;0;12.3;-0.4;;(0.212196, -0.006089, 0.977208)
1682889338094;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.216535, -0.006038, 0.976256);2;0;12.5;-0.4;;(0.216535, -0.006039, 0.976256)
1682889338099;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.220492, -0.006068, 0.975370);2;0;12.7;-0.4;;(0.220492, -0.006069, 0.975370)
1682889338104;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.223490, -0.006092, 0.974687);2;0;12.9;-0.4;;(0.223490, -0.006094, 0.974687)
1682889338109;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.224740, -0.006173, 0.974399);2;0;13.0;-0.4;;(0.224740, -0.006174, 0.974399)
1682889338114;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.227827, -0.006183, 0.973682);2;0;13.2;-0.4;;(0.227826, -0.006185, 0.973682)
1682889338119;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.231172, -0.006132, 0.972894);2;0;13.4;-0.4;;(0.231172, -0.006133, 0.972894)
1682889338124;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.234139, -0.005950, 0.972185);2;0;13.5;-0.4;;(0.234138, -0.005951, 0.972185)
1682889338129;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.236219, -0.005674, 0.971683);2;0;13.7;-0.3;;(0.236219, -0.005674, 0.971683)
1682889338134;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.238692, -0.005430, 0.971080);2;0;13.8;-0.3;;(0.238692, -0.005431, 0.971080)
1682889338139;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.241939, -0.005246, 0.970277);2;0;14.0;-0.3;;(0.241939, -0.005246, 0.970277)
1682889338144;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.244187, -0.004976, 0.969715);2;0;14.1;-0.3;;(0.244187, -0.004976, 0.969716)
1682889338149;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.247800, -0.004835, 0.968799);2;0;14.3;-0.3;;(0.247800, -0.004835, 0.968799)
1682889338154;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.251083, -0.004665, 0.967954);2;0;14.5;-0.3;;(0.251083, -0.004665, 0.967954)
1682889338159;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.254128, -0.004431, 0.967160);2;0;14.7;-0.3;;(0.254128, -0.004431, 0.967160)
1682889338164;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.257405, -0.004286, 0.966294);2;0;14.9;-0.3;;(0.257404, -0.004286, 0.966294)
1682889338169;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.259386, -0.004060, 0.965765);2;0;15.0;-0.2;;(0.259386, -0.004059, 0.965765)
1682889338174;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.261234, -0.003922, 0.965267);2;0;15.1;-0.2;;(0.261234, -0.003922, 0.965268)
1682889338179;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.263401, -0.003778, 0.964679);2;0.1193064;15.3;-0.2;;(0.263401, -0.003778, 0.964679)
1682889338184;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.266108, -0.003683, 0.963936);2;0.1403796;15.4;-0.2;;(0.266108, -0.003683, 0.963936)
1682889338189;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268800, -0.003603, 0.963189);2;0.165177;15.6;-0.2;;(0.268800, -0.003603, 0.963189)
1682889338194;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.271516, -0.003645, 0.962427);2;0.1674119;15.8;-0.2;;(0.271516, -0.003644, 0.962427)
1682889338199;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.274102, -0.003664, 0.961694);2;0.1394478;15.9;-0.2;;(0.274101, -0.003664, 0.961694)
1682889338204;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.276803, -0.003679, 0.960920);2;0.1604355;16.1;-0.2;;(0.276803, -0.003679, 0.960920)
